Database of representative transcript models for protein-coding genes in X. laevis and for the poly(A)-tail length standards.
Transcript models were curated from Unigene; the sequence of each transcript is provided in an accompanying file (Xenopus_whole_transcripts.txt).
Coordinates of each Xenopus gene are in reference to the corresponding sequence in Xenopus_whole_transcripts.txt.
UniqueID	GeneName	UniqueID	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
59891840	ectodermin mRNA	59891840	+	0	3843	88	3364	1	0	3843,
50414889	asparaginyl-tRNA synthetase	50414889	+	0	2733	49	1729	1	0	2733,
32450013	B-cell translocation gene 1	32450013	+	0	1557	120	630	1	0	1557,
68534618	hypothetical protein MGC116490	68534618	+	0	1530	261	753	1	0	1530,
4416375	putative signal tranduction protein Xp95 mRNA	4416375	+	0	3172	89	2693	1	0	3172,
54311318	hypothetical LOC495291	54311318	+	0	2736	262	1390	1	0	2736,
47125135	Uncharacterized protein C15orf41 homolog	47125135	+	0	1453	265	979	1	0	1453,
56269203	hypothetical LOC496051	56269203	+	0	1491	66	1263	1	0	1491,
67678003	hypothetical protein MGC115498	67678003	+	0	1237	18	1023	1	0	1237,
11878214	thyrotropin-releasing hormone receptor 2 mRNA	11878214	+	0	1418	163	1369	1	0	1418,
125381278	zona pellucida binding protein (ZPBP) mRNA	125381278	+	0	1424	66	1071	1	0	1424,
51261424	MGC81635 protein	51261424	+	0	1445	118	457	1	0	1445,
54038550	hypothetical LOC495250	54038550	+	0	924	2	737	1	0	924,
2738110	potassium channel xKv4.3 mRNA	2738110	+	0	2841	71	2051	1	0	2841,
49257633	MGC84049 protein	49257633	+	0	4701	234	897	1	0	4701,
62471564	cyclin-dependent kinase 5	62471564	+	0	2740	429	1392	1	0	2740,
50414841	MGC80343 protein	50414841	+	0	2432	150	1023	1	0	2432,
28302300	heterogeneous nuclear ribonucleoprotein A2/B1	28302300	+	0	1649	92	1133	1	0	1649,
169642125	cDNA clone MGC:180028 IMAGE:4963906	169642125	+	0	2138	24	762	1	0	2138,
32766702	elongation factor SIII p15 subunit	32766702	+	0	1341	118	457	1	0	1341,
28175309	arginase	28175309	+	0	1715	6	978	1	0	1715,
161611998	UPF0605 protein B	161611998	+	0	1352	44	980	1	0	1352,
51261950	MGC81650 protein	51261950	+	0	988	35	677	1	0	988,
62471559	hypothetical protein MGC115014	62471559	+	0	3063	197	2528	1	0	3063,
47937778	hypothetical protein MGC83500	47937778	+	0	3374	78	744	1	0	3374,
115527860	SEC13-like 1 (S. cerevisiae)	115527860	+	0	2125	74	1037	1	0	2125,
80477564	hypothetical protein MGC130867	80477564	+	0	2024	158	1925	1	0	2024,
114108295	hypothetical protein MGC154436	114108295	+	0	1734	63	1116	1	0	1734,
33417078	short chain acyl-coenzyme A dehydrogenase	33417078	+	0	1735	111	1341	1	0	1735,
58047685	hypothetical protein LOC398552	58047685	+	0	5159	178	4027	1	0	5159,
47937460	hypothetical protein MGC78867	47937460	+	0	2109	77	1907	1	0	2109,
61401971	hypothetical protein MGC84927	61401971	+	0	2613	327	2142	1	0	2613,
49904056	ADP-ribosyltransferase (NAD+	49904056	+	0	2113	72	1749	1	0	2113,
116487532	CG31320-PA	116487532	+	0	3240	33	2553	1	0	3240,
52354708	hypothetical LOC494742	52354708	+	0	1651	318	924	1	0	1651,
49115206	MGC80559 protein	49115206	+	0	3257	88	925	1	0	3257,
1147829	hedgehog protein 4 (hh4) mRNA	1147829	+	0	1198	0	1197	1	0	1198,
55250620	hypothetical LOC495666	55250620	+	0	1114	75	1029	1	0	1114,
68533917	hypothetical protein MGC116522	68533917	+	0	712	23	677	1	0	712,
47940276	hypothetical protein MGC81216	47940276	+	0	1105	58	610	1	0	1105,
49256509	MGC84028 protein	49256509	+	0	1700	217	736	1	0	1700,
51258359	MGC83231 protein	51258359	+	0	3662	96	2898	1	0	3662,
38014423	hypothetical protein MGC68585	38014423	+	0	4399	161	4238	1	0	4399,
189441904	hypothetical protein LOC100174796	189441904	+	0	4525	133	2632	1	0	4525,
161611673	hypothetical protein LOC100127315	161611673	+	0	1798	38	1691	1	0	1798,
49118455	MGC80940 protein	49118455	+	0	1740	150	1347	1	0	1740,
413875	homeobox protein (HoxD1) mRNA	413875	+	0	1692	177	1080	1	0	1692,
51703469	MGC81700 protein	51703469	+	0	3098	105	2406	1	0	3098,
84105452	hypothetical protein MGC131110	84105452	+	0	2756	218	1352	1	0	2756,
28175818	Fragile X mental retardation syndrome related protein 1	28175818	+	0	2287	17	2045	1	0	2287,
67677963	hypothetical protein MGC114813	67677963	+	0	1538	6	1176	1	0	1538,
49257986	MGC82098 protein	49257986	+	0	2514	149	896	1	0	2514,
89255281	mRNA for DMRT1-alpha	89255281	+	0	1671	137	1148	1	0	1671,
27370882	hypothetical protein MGC52801	27370882	+	0	1768	81	909	1	0	1768,
161612270	hypothetical protein LOC100127308	161612270	+	0	2257	166	1312	1	0	2257,
120537985	hypothetical protein LOC100036900	120537985	+	0	1554	65	1469	1	0	1554,
83405981	Tram1	83405981	+	0	2106	57	1179	1	0	2106,
55250536	suppressor of yeast mitotic catastrophe	55250536	+	0	7838	293	7520	1	0	7838,
1234786	tail-specific thyroid hormone up-regulated (gene 5) mRNA	1234786	+	0	3975	3	2991	1	0	3975,
114107837	transmembrane protein 39a	114107837	+	0	1855	341	1808	1	0	1855,
49256114	neuro-oncological ventral antigen 1	49256114	+	0	3568	18	1260	1	0	3568,
27881798	NDRG family member 2	27881798	+	0	3616	30	1113	1	0	3616,
47938650	acetyl-CoA acetyltransferase 2	47938650	+	0	1560	160	1357	1	0	1560,
8272407	mRNA for paxillin	8272407	+	0	2566	78	1698	1	0	2566,
27696943	Protein CBFA2T2	27696943	+	0	2945	87	1848	1	0	2945,
50414472	Gng12 protein	50414472	+	0	1690	234	453	1	0	1690,
33417127	cathepsin S	33417127	+	0	2249	142	1144	1	0	2249,
114107880	hypothetical protein MGC154495	114107880	+	0	1399	238	1036	1	0	1399,
120537991	hypothetical protein LOC100036908	120537991	+	0	1094	107	383	1	0	1094,
32822853	hypothetical protein MGC64570	32822853	+	0	1831	29	1526	1	0	1831,
66910749	p80 katanin	66910749	+	0	3081	399	2367	1	0	3081,
50927231	MGC86342 protein	50927231	+	0	2320	431	1544	1	0	2320,
51261946	MGC80026 protein	51261946	+	0	3031	110	1820	1	0	3031,
27924431	EH-domain containing 4	27924431	+	0	5118	340	1954	1	0	5118,
33307338	PIAS mRNA	33307338	+	0	1501	0	1500	1	0	1501,
42490930	hypothetical protein MGC68830	42490930	+	0	3198	134	908	1	0	3198,
27371274	hypothetical protein MGC52831	27371274	+	0	1253	150	786	1	0	1253,
54311406	hypothetical LOC495372	54311406	+	0	1703	74	1475	1	0	1703,
27924218	testis derived transcript (3 LIM domains)	27924218	+	0	3210	121	1390	1	0	3210,
57032970	hypothetical protein MGC85210	57032970	+	0	2863	248	1475	1	0	2863,
28302331	similar to DnaJ (Hsp40) homolog	28302331	+	0	1911	130	1339	1	0	1911,
27769139	choline/ethanolaminephosphotransferase	27769139	+	0	2504	48	1299	1	0	2504,
18700287	Xlimk2 mRNA for XLIM-Kinases2	18700287	+	0	1822	0	1821	1	0	1822,
608540	ribonucleoprotein (elrC) mRNA	608540	+	0	1784	477	1524	1	0	1784,
32450611	cytochrome P450	32450611	+	0	1642	64	1582	1	0	1642,
47124744	v-rel reticuloendotheliosis viral oncogene homolog A	47124744	+	0	2061	106	1687	1	0	2061,
27503405	Guanine nucleotide binding protein	27503405	+	0	2925	297	1362	1	0	2925,
58701946	hypothetical protein MGC85171	58701946	+	0	1966	82	790	1	0	1966,
6090954	haplotype j MHC class I antigen mRNA	6090954	+	0	1057	0	1056	1	0	1057,
54311253	hypothetical LOC495369	54311253	+	0	1249	152	1124	1	0	1249,
54038001	Centromere protein N-A	54038001	+	0	3046	31	1132	1	0	3046,
77748347	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	77748347	+	0	1548	14	827	1	0	1548,
51512999	MGC84238 protein	51512999	+	0	2366	32	1118	1	0	2366,
50417511	MGC82176 protein	50417511	+	0	1435	401	1256	1	0	1435,
83405098	hypothetical protein MGC130935	83405098	+	0	1985	81	1530	1	0	1985,
320462761	ctc1 mRNA for CST complex subunit CTC1	320462761	+	0	3484	0	3483	1	0	3484,
61403337	hypothetical protein MGC85169	61403337	+	0	2219	78	1860	1	0	2219,
157423185	hypothetical protein LOC100126651	157423185	+	0	1675	183	1488	1	0	1675,
50418212	thrombospondin 4	50418212	+	0	3151	145	3013	1	0	3151,
54038536	hypothetical LOC495222	54038536	+	0	2116	80	1304	1	0	2116,
47123852	hypothetical protein MGC83147	47123852	+	0	1570	72	945	1	0	1570,
27924212	ADP-ribosylation factor interacting protein 1	27924212	+	0	1138	81	1110	1	0	1138,
46250231	RAS guanyl releasing protein 1	46250231	+	0	7117	232	2608	1	0	7117,
33416633	hypothetical protein MGC68843	33416633	+	0	2519	65	740	1	0	2519,
50603913	MGC78845 protein	50603913	+	0	1302	39	714	1	0	1302,
84798746	hypothetical protein LOC446289	84798746	+	0	2570	1485	2439	1	0	2570,
68533934	hypothetical protein MGC116564	68533934	+	0	1493	81	870	1	0	1493,
47939973	hypothetical protein MGC81471	47939973	+	0	2612	73	1924	1	0	2612,
37805421	hypothetical protein MGC68803	37805421	+	0	3741	81	2238	1	0	3741,
80476419	hypothetical protein MGC131032	80476419	+	0	2813	348	1254	1	0	2813,
28278110	similar to integral membrane protein 2A	28278110	+	0	2369	31	775	1	0	2369,
54038435	hypothetical LOC495098	54038435	+	0	1833	78	1497	1	0	1833,
38303982	hypothetical protein MGC68565	38303982	+	0	2256	99	1779	1	0	2256,
114107829	hypothetical protein MGC154374	114107829	+	0	1257	72	1047	1	0	1257,
51950269	MGC81940 protein	51950269	+	0	1750	135	1374	1	0	1750,
50925077	MGC86338 protein	50925077	+	0	2944	87	930	1	0	2944,
49114801	frequenin	49114801	+	0	1661	431	1004	1	0	1661,
58402673	hypothetical protein MGC84945	58402673	+	0	2534	113	2039	1	0	2534,
83318347	similar to squamous cell carcinoma antigen recognised by T cells	83318347	+	0	3033	10	2308	1	0	3033,
50415005	MGC80822 protein	50415005	+	0	2606	328	2185	1	0	2606,
6531396	polycomblike PCL1 mRNA	6531396	+	0	1772	25	1660	1	0	1772,
50414705	S6 kinase II	50414705	+	0	3192	222	2424	1	0	3192,
120537987	hypothetical protein LOC100036902	120537987	+	0	1393	24	1158	1	0	1393,
47124935	ephrin receptor EphB3	47124935	+	0	4279	171	3096	1	0	4279,
27881792	apoptosis inhibitor 5	27881792	+	0	2450	47	1619	1	0	2450,
214744	ribonucleoprotein mRNA	214744	+	0	1602	5	1127	1	0	1602,
49119355	MGC80990 protein	49119355	+	0	1810	189	1398	1	0	1810,
32450177	hypothetical protein MGC64404	32450177	+	0	1783	29	1541	1	0	1783,
56788985	hypothetical LOC496236	56788985	+	0	1245	87	1125	1	0	1245,
380714575	CD157 mRNA for CD157	380714575	+	0	971	55	952	1	0	971,
52138926	hypothetical LOC494680	52138926	+	0	1523	5	1199	1	0	1523,
47123042	hypothetical protein MGC83675	47123042	+	0	3548	221	1781	1	0	3548,
47937607	ankyrin repeat and BTB (POZ) domain containing 1	47937607	+	0	2857	192	1626	1	0	2857,
54035085	hypothetical LOC494983	54035085	+	0	6227	100	2422	1	0	6227,
28422514	similar to ectodermal-neural cortex (with BTB-like domain)	28422514	+	0	2638	130	1897	1	0	2638,
157058890	glycine transporter 2 (GlyT2) mRNA	157058890	+	0	2998	170	2543	1	0	2998,
47937800	hypothetical protein MGC84501	47937800	+	0	1456	53	422	1	0	1456,
120537979	hypothetical protein LOC100036891	120537979	+	0	1604	48	1101	1	0	1604,
49115481	MGC80845 protein	49115481	+	0	3973	209	2780	1	0	3973,
52354726	coiled-coil-helix-coiled-coil-helix domain containing 4	52354726	+	0	1171	82	502	1	0	1171,
49118680	MGC83659 protein	49118680	+	0	1682	91	715	1	0	1682,
49119301	MGC80792 protein	49119301	+	0	4967	122	3158	1	0	4967,
49899748	bromodomain containing 4	49899748	+	0	6413	128	4217	1	0	6413,
47123859	hypothetical protein MGC83066	47123859	+	0	1296	192	867	1	0	1296,
11527244	Rho GTPase Cdc42 mRNA	11527244	+	0	2057	90	666	1	0	2057,
146327102	hypothetical protein LOC100049765	146327102	+	0	1329	9	936	1	0	1329,
37589375	hypothetical protein MGC69001	37589375	+	0	3045	209	2831	1	0	3045,
83405204	programmed cell death 6	83405204	+	0	4608	141	705	1	0	4608,
51950300	MGC84377 protein	51950300	+	0	1480	21	663	1	0	1480,
50603776	MGC79134 protein	50603776	+	0	2577	43	1795	1	0	2577,
54038542	hypothetical LOC495235	54038542	+	0	2177	7	1189	1	0	2177,
66911526	hypothetical protein MGC114911	66911526	+	0	1686	85	1492	1	0	1686,
46560173	matrix metalloproteinase 15 (MMP-15) mRNA	46560173	+	0	1892	73	862	1	0	1892,
32766492	rds/peripherin	32766492	+	0	1430	98	1136	1	0	1430,
52221159	D-dopachrome decarboxylase-B	52221159	+	0	1521	31	388	1	0	1521,
56540953	hypothetical LOC496157	56540953	+	0	2256	29	1451	1	0	2256,
50418252	phosphatidylinositol transfer protein	50418252	+	0	2721	97	913	1	0	2721,
2446989	mRNA for BMP receptor	2446989	+	0	2396	366	1950	1	0	2396,
54038594	BTB domain protein 3	54038594	+	0	2038	328	1888	1	0	2038,
56269526	hypothetical LOC496000	56269526	+	0	939	24	822	1	0	939,
54311204	Notch-regulated ankyrin repeat-containing protein	54311204	+	0	2596	101	446	1	0	2596,
76779643	hypothetical protein MGC131369	76779643	+	0	853	39	780	1	0	853,
49522244	MGC81993 protein	49522244	+	0	3489	36	2181	1	0	3489,
3764086	13S condensin XCAP-D2 subunit mRNA	3764086	+	0	4413	138	4233	1	0	4413,
49258047	c-Jun protein	49258047	+	0	1992	284	1229	1	0	1992,
50417960	MGC80041 protein	50417960	+	0	1578	55	1357	1	0	1578,
50417998	carbonic anhydrase 13	50417998	+	0	2881	66	858	1	0	2881,
1160336	fibrinogen B-beta subunit mRNA	1160336	+	0	2391	41	1508	1	0	2391,
112419318	MGC78950 protein	112419318	+	0	2309	80	1685	1	0	2309,
54038129	Centromere protein K	54038129	+	0	1666	52	928	1	0	1666,
38197332	hypothetical protein MGC68534	38197332	+	0	1294	347	1094	1	0	1294,
126631798	hypothetical LOC496097	126631798	+	0	1264	136	697	1	0	1264,
50415487	THUMP domain containing 2	50415487	+	0	1871	264	1674	1	0	1871,
51703921	MGC84205 protein	51703921	+	0	8512	487	2269	1	0	8512,
76779526	hypothetical protein MGC130933	76779526	+	0	1151	103	1048	1	0	1151,
38176376	schnurri 1 mRNA	38176376	+	0	8616	242	7979	1	0	8616,
28279849	similar to aldehyde dehydrogenase 9 family	28279849	+	0	1772	109	1666	1	0	1772,
393689245	paired box transcription factor (Pax1) mRNA	393689245	+	0	2438	177	1254	1	0	2438,
50603917	heat shock 90kDa protein beta	50603917	+	0	3069	47	2216	1	0	3069,
51895831	COP9 (constitutive photomorphogenic) homolog	51895831	+	0	2526	35	617	1	0	2526,
47123088	hypothetical protein MGC83773	47123088	+	0	1988	345	1263	1	0	1988,
27924415	hypothetical protein MGC53049	27924415	+	0	3185	189	906	1	0	3185,
56269185	hypothetical LOC496038	56269185	+	0	731	43	673	1	0	731,
353441420	calcium-activated potassium channel beta 1 subunit mRNA	353441420	+	0	619	0	618	1	0	619,
33416738	hypothetical protein MGC69175	33416738	+	0	2438	55	2341	1	0	2438,
56269946	hypothetical LOC495988	56269946	+	0	1161	101	929	1	0	1161,
47937478	mediator of RNA polymerase II transcription subunit 10	47937478	+	0	1164	146	554	1	0	1164,
50416245	XP-G related factor	50416245	+	0	3896	182	3776	1	0	3896,
56970889	cDNA clone MGC:99093 IMAGE:7204433	56970889	+	0	1542	44	1226	1	0	1542,
27924427	myotubularin related protein 4	27924427	+	0	5535	147	3384	1	0	5535,
27694770	heterogeneous nuclear ribonucleoprotein A/B	27694770	+	0	1397	53	1028	1	0	1397,
49256120	MGC82534 protein	49256120	+	0	1014	33	780	1	0	1014,
49257664	MGC84197 protein	49257664	+	0	2495	85	1804	1	0	2495,
47122985	hypothetical protein MGC82178	47122985	+	0	1522	32	1082	1	0	1522,
56540945	hypothetical LOC496151	56540945	+	0	1076	14	971	1	0	1076,
50416208	cleavage stimulation factor	50416208	+	0	3192	103	2260	1	0	3192,
56270444	hypothetical LOC495967	56270444	+	0	1464	78	1263	1	0	1464,
214833	DNA topoisomerase I (TOP1) mRNA	214833	+	0	4021	111	2601	1	0	4021,
120537879	UPF0535 membrane protein B	120537879	+	0	2967	39	2079	1	0	2967,
161611730	hypothetical protein LOC100127301	161611730	+	0	1722	245	1361	1	0	1722,
62739340	mRNA (guanine-7-)-methyltransferase	62739340	+	0	1960	91	1300	1	0	1960,
27503865	similar to chromosome 12 open reading frame 4	27503865	+	0	2101	73	1732	1	0	2101,
46249583	hypothetical protein MGC81416	46249583	+	0	3600	92	1190	1	0	3600,
71681285	UPF0727 protein C6orf115 homolog	71681285	+	0	619	81	327	1	0	619,
27503188	integral membrane protein 2B	27503188	+	0	2219	71	845	1	0	2219,
120538038	hypothetical protein LOC100036964	120538038	+	0	1441	51	1323	1	0	1441,
28175285	hypothetical protein MGC53277	28175285	+	0	1037	83	611	1	0	1037,
37994671	hypothetical protein MGC68744	37994671	+	0	3475	46	421	1	0	3475,
52082691	paired-domain transcription factor Pax3delta isoform mRNA	52082691	+	0	3089	180	1566	1	0	3089,
54035267	Sodium-dependent phosphate transporter 2	54035267	+	0	5225	333	2295	1	0	5225,
42651864	cell division cycle 14 beta protein (CDC14beta) mRNA	42651864	+	0	3267	679	2038	1	0	3267,
120577631	ADP-ribosylation factor 1	120577631	+	0	1753	71	617	1	0	1753,
2340161	dsRNA and RNA-DNA hybrid binding protein dsRBP-ZFa mRNA	2340161	+	0	2626	216	1791	1	0	2626,
37805196	hypothetical protein MGC68791	37805196	+	0	3555	186	3021	1	0	3555,
47124757	hypothetical protein MGC83711	47124757	+	0	1732	265	871	1	0	1732,
148922218	hypothetical protein LOC100101322	148922218	+	0	1103	44	536	1	0	1103,
49257243	MGC81386 protein	49257243	+	0	1797	295	1417	1	0	1797,
47125245	transcriptional adapter 2-beta	47125245	+	0	1645	69	1332	1	0	1645,
58402650	hypothetical protein MGC84919	58402650	+	0	1667	27	957	1	0	1667,
46249664	hypothetical protein MGC83241	46249664	+	0	2180	185	1736	1	0	2180,
46329752	proteasome (prosome	46329752	+	0	2908	25	2719	1	0	2908,
28175725	cyclin-dependent kinase 9 (CDC2-related kinase)	28175725	+	0	1837	249	1380	1	0	1837,
50417586	zinc finger protein 16	50417586	+	0	1583	131	1514	1	0	1583,
57547043	p33ING1b variant 2 (ing1) mRNA	57547043	+	0	2106	366	1206	1	0	2106,
21434542	bone Gla protein (BGP) mRNA	21434542	+	0	1418	39	345	1	0	1418,
27924261	protein phosphatase 1D magnesium-dependent	27924261	+	0	5224	195	1860	1	0	5224,
159155862	hypothetical protein LOC100127262	159155862	+	0	1950	14	944	1	0	1950,
77798552	protocadherin PCNS mRNA	77798552	+	0	3611	78	3012	1	0	3611,
22759008	mesendoderm nuclear factor (menF) mRNA	22759008	+	0	3121	101	2372	1	0	3121,
83405118	hypothetical protein MGC131113	83405118	+	0	2378	104	2111	1	0	2378,
49257199	BMP receptor	49257199	+	0	2241	311	1895	1	0	2241,
27696264	solute carrier family 16 (monocarboxylic acid transporters)	27696264	+	0	2308	60	1533	1	0	2308,
49899125	MGC84588 protein	49899125	+	0	2729	22	1420	1	0	2729,
32766466	chromobox homolog 5 (HP1 alpha homolog	32766466	+	0	1866	104	704	1	0	1866,
116063383	zona pellucida glycoprotein 4	116063383	+	0	1674	6	1638	1	0	1674,
29387356	programmed cell death 4	29387356	+	0	2082	57	1425	1	0	2082,
114107781	RAB	114107781	+	0	1540	129	690	1	0	1540,
56269114	hypothetical LOC495956	56269114	+	0	1929	191	1526	1	0	1929,
45934822	transcription factor (salF) mRNA	45934822	+	0	379	219	378	1	0	379,
51258488	MGC84669 protein	51258488	+	0	1584	85	976	1	0	1584,
76779850	hypothetical protein MGC115243	76779850	+	0	7160	381	3633	1	0	7160,
50416239	uroplakin 1B	50416239	+	0	2163	376	1135	1	0	2163,
46250091	hypothetical protein MGC81180	46250091	+	0	4752	174	4185	1	0	4752,
50414996	MGC80746 protein	50414996	+	0	1706	131	974	1	0	1706,
51703536	MGC83951 protein	51703536	+	0	2043	291	1458	1	0	2043,
83318303	hypothetical protein MGC68910	83318303	+	0	1500	37	1129	1	0	1500,
49256027	MGC81162 protein	49256027	+	0	1645	65	569	1	0	1645,
126631281	hypothetical protein LOC100049094	126631281	+	0	2700	13	2041	1	0	2700,
66910720	hypothetical protein MGC114834	66910720	+	0	2530	50	1328	1	0	2530,
62201372	cDNA clone MGC:98540 IMAGE:7199090	62201372	+	0	3466	149	1295	1	0	3466,
27469866	homeo box A3	27469866	+	0	2288	378	1599	1	0	2288,
47682279	hypothetical protein MGC82311	47682279	+	0	1512	26	1154	1	0	1512,
54035273	hypothetical LOC495035	54035273	+	0	2472	31	2167	1	0	2472,
49257557	MGC81782 protein	49257557	+	0	4089	51	1956	1	0	4089,
169642555	nuclear receptor co-repressor complex subunit TBLR1	169642555	+	0	1935	216	1710	1	0	1935,
49119411	MGC82660 protein	49119411	+	0	1085	62	620	1	0	1085,
54311234	hypothetical LOC495346	54311234	+	0	5042	118	1966	1	0	5042,
49118995	developmental orphan receptor 2	49118995	+	0	3020	158	2072	1	0	3020,
37748584	hypothetical protein MGC68702	37748584	+	0	2038	51	1464	1	0	2038,
27924330	peptidylprolyl isomerase (cyclophilin)-like 2	27924330	+	0	2377	75	1641	1	0	2377,
49258039	MGC84196 protein	49258039	+	0	1080	62	728	1	0	1080,
51593169	MGC85309 protein	51593169	+	0	1560	56	1148	1	0	1560,
118835717	hypothetical protein LOC431836	118835717	+	0	2202	310	1798	1	0	2202,
28278117	pyruvate dehydrogenase kinase	28278117	+	0	2965	316	1531	1	0	2965,
47123160	hypothetical protein MGC83885	47123160	+	0	4564	224	2855	1	0	4564,
40018847	U8 snoRNA-binding protein X29 mRNA	40018847	+	0	1116	30	669	1	0	1116,
66910969	mediator of RNA polymerase II transcription subunit 9	66910969	+	0	834	52	400	1	0	834,
54311290	SLC26A1 anion exchanger	54311290	+	0	3624	217	2359	1	0	3624,
51258331	MGC82663 protein	51258331	+	0	2594	39	594	1	0	2594,
1163142	potassium channel alpha subunit Kv2.1 (XShab9) mRNA	1163142	+	0	2632	0	2631	1	0	2632,
83318341	MGC78967 protein	83318341	+	0	1714	29	677	1	0	1714,
32484238	phenylalanine-tRNA synthetase-like	32484238	+	0	1822	46	1546	1	0	1822,
49257835	MGC81929 protein	49257835	+	0	1461	194	1367	1	0	1461,
50414601	MGC79111 protein	50414601	+	0	2448	104	1961	1	0	2448,
46249519	hypothetical protein MGC81185	46249519	+	0	1696	180	1374	1	0	1696,
117558250	hypothetical protein LOC100036796	117558250	+	0	3383	257	1973	1	0	3383,
164454205	xNKCC1 mRNA for bumetanide-sensitive Na-K-Cl cotransport protein	164454205	+	0	4445	326	3803	1	0	4445,
47938663	hypothetical protein MGC81360	47938663	+	0	1818	150	1404	1	0	1818,
86577713	fragile X mental retardation 1	86577713	+	0	2433	392	2087	1	0	2433,
52078355	hypothetical LOC494643	52078355	+	0	1664	27	792	1	0	1664,
141795014	angiotensin receptor related protein	141795014	+	0	2274	74	1136	1	0	2274,
