Database of representative transcript models for protein-coding genes in S. pombe and for the poly(A)-tail length standards.
Transcript models are from Pombase.
Coordinates of S. pombe genes are based on the ASM294v2.21 genome assembly.
TranscriptID	TranscriptID	Chromosome	Strand	TxStart	TxEnd	CdsStart	CdsEnd	ExonCount	ExonStarts	ExonEnds
SPAC13F5.02c.1	SPAC13F5.02c.1	chr1	-	2172409	2173796	2172529	2173752	2	2172409,2173424,	2173383,2173796,
SPAC13F5.03c.1	SPAC13F5.03c.1	chr1	-	2174640	2177050	2175007	2176360	1	2174640,	2177050,
SPAC13F5.04c.1	SPAC13F5.04c.1	chr1	-	2176987	2179661	2177581	2179482	4	2176987,2178692,2179019,2179379,	2178355,2178887,2179117,2179661,
SPAC13F5.05.1	SPAC13F5.05.1	chr1	+	2179174	2181507	2180071	2181163	1	2179174,	2181507,
SPAC13F5.06c.1	SPAC13F5.06c.1	chr1	-	2181449	2184521	2181566	2184376	5	2181449,2181766,2181924,2184188,2184313,	2181723,2181868,2183959,2184267,2184521,
SPAC13F5.07c.1	SPAC13F5.07c.1	chr1	-	2184653	2185990	2184864	2185551	2	2184653,2185471,	2185282,2185990,
SPAC13G6.01c.1	SPAC13G6.01c.1	chr1	-	170488	174701	170971	174373	1	170488,	174701,
SPAC13G6.02c.1	SPAC13G6.02c.1	chr1	-	174864	176655	175012	175771	1	174864,	176655,
SPAC13G6.03.1	SPAC13G6.03.1	chr1	+	175889	180028	177291	179568	1	175889,	180028,
SPAC13G6.04.1	SPAC13G6.04.1	chr1	+	180271	181069	180422	180911	3	180271,180585,180889,	180528,180721,181069,
SPAC13G6.05c.1	SPAC13G6.05c.1	chr1	-	180902	182254	181076	182194	4	180902,181484,181631,182000,	181436,181574,181749,182254,
SPAC13G6.06c.1	SPAC13G6.06c.1	chr1	-	182336	186358	182975	186071	1	182336,	186358,
SPAC13G6.07c.1	SPAC13G6.07c.1	chr1	-	186313	187683	186843	187563	1	186313,	187683,
SPAC13G6.08.1	SPAC13G6.08.1	chr1	+	187700	190031	188376	189984	1	187700,	190031,
SPAC13G6.09.1	SPAC13G6.09.1	chr1	+	190191	191947	190321	191291	2	190191,190729,	190584,191947,
SPAC13G6.10c.1	SPAC13G6.10c.1	chr1	-	191927	194053	192295	193888	1	191927,	194053,
SPAC13G6.11c.1	SPAC13G6.11c.1	chr1	-	194098	195626	194118	195582	2	194098,195507,	195258,195626,
SPAC13G6.12c.1	SPAC13G6.12c.1	chr1	-	195939	199051	196089	198715	2	195939,196220,	196174,199051,
SPAC13G6.13.1	SPAC13G6.13.1	chr1	+	198883	199231	198883	199231	1	198883,	199231,
SPAC13G6.14.1	SPAC13G6.14.1	chr1	+	200120	201517	200234	200867	1	200120,	201517,
SPAC13G6.15c.1	SPAC13G6.15c.1	chr1	-	201728	203346	202486	202978	1	201728,	203346,
SPAC13G7.01c.1	SPAC13G7.01c.1	chr1	-	2292635	2295220	2292800	2295116	4	2292635,2293136,2293810,2294939,	2293088,2293754,2294893,2295220,
SPAC13G7.02c.1	SPAC13G7.02c.1	chr1	-	2295579	2297981	2295818	2297753	1	2295579,	2297981,
SPAC13G7.03.1	SPAC13G7.03.1	chr1	+	2298874	2300068	2298978	2299924	3	2298874,2299192,2299349,	2299133,2299299,2300068,
SPAC13G7.04c.1	SPAC13G7.04c.1	chr1	-	2300227	2303411	2300521	2302792	1	2300227,	2303411,
SPAC13G7.05.1	SPAC13G7.05.1	chr1	+	2305135	2307359	2305344	2306958	1	2305135,	2307359,
SPAC13G7.06.1	SPAC13G7.06.1	chr1	+	2307437	2308878	2307728	2308529	1	2307437,	2308878,
SPAC13G7.07.1	SPAC13G7.07.1	chr1	+	2308862	2310294	2309025	2310215	6	2308862,2309258,2309609,2309713,2309997,2310129,	2309212,2309569,2309667,2309946,2310088,2310294,
SPAC13G7.08c.1	SPAC13G7.08c.1	chr1	-	2310270	2311973	2310385	2311891	3	2310270,2310560,2311693,	2310517,2311571,2311973,
SPAC13G7.09c.1	SPAC13G7.09c.1	chr1	-	2312283	2313164	2312617	2313025	1	2312283,	2313164,
SPAC13G7.10.1	SPAC13G7.10.1	chr1	+	2313644	2315160	2313745	2315063	3	2313644,2314048,2314189,	2313961,2314131,2315160,
SPAC13G7.11.1	SPAC13G7.11.1	chr1	+	2315094	2316369	2315186	2316133	3	2315094,2315385,2315700,	2315349,2315599,2316369,
SPAC13G7.12c.1	SPAC13G7.12c.1	chr1	-	2315454	2318318	2316466	2317837	1	2315454,	2318318,
SPAC13G7.13c.1	SPAC13G7.13c.1	chr1	-	2318491	2322664	2318637	2320239	1	2318491,	2322664,
SPAC140.01.1	SPAC140.01.1	chr1	+	1895435	1896752	1895463	1896291	1	1895435,	1896752,
SPAC140.02.1	SPAC140.02.1	chr1	+	1897447	1899491	1897522	1899025	1	1897447,	1899491,
SPAC140.03.1	SPAC140.03.1	chr1	+	1899903	1901605	1900051	1901431	5	1899903,1900206,1900328,1900385,1900698,	1900165,1900289,1900346,1900637,1901605,
SPAC140.04.1	SPAC140.04.1	chr1	+	1902074	1903841	1902318	1903206	1	1902074,	1903841,
SPAC1420.01c.1	SPAC1420.01c.1	chr1	-	1260289	1262985	1260972	1262760	2	1260289,1262654,	1262609,1262985,
SPAC1420.02c.1	SPAC1420.02c.1	chr1	-	1263755	1265756	1263901	1265542	1	1263755,	1265756,
SPAC1420.03.1	SPAC1420.03.1	chr1	+	1266193	1267780	1266268	1267647	2	1266193,1266399,	1266352,1267780,
SPAC1420.04c.1	SPAC1420.04c.1	chr1	-	1267829	1270260	1267904	1270166	1	1267829,	1270260,
SPAC144.01.1	SPAC144.01.1	chr1	-	4650572	4651169	4650665	4651062	2	4650572,4650822,	4650764,4651169,
SPAC144.02.1	SPAC144.02.1	chr1	+	4652936	4654387	4653092	4653842	1	4652936,	4654387,
SPAC144.03.1	SPAC144.03.1	chr1	+	4654661	4656456	4654683	4656410	3	4654661,4654766,4655246,	4654727,4654863,4656456,
SPAC144.04c.1	SPAC144.04c.1	chr1	-	4656534	4658322	4656719	4658018	1	4656534,	4658322,
SPAC144.05.1	SPAC144.05.1	chr1	+	4658793	4663843	4659255	4663543	6	4658793,4658862,4662617,4662921,4663163,4663244,	4658819,4662577,4662883,4663121,4663204,4663843,
SPAC144.06.1	SPAC144.06.1	chr1	+	4664298	4668408	4664386	4667039	5	4664298,4664585,4664798,4666713,4667015,	4664545,4664747,4666668,4666976,4668408,
SPAC144.07c.1	SPAC144.07c.1	chr1	-	4667118	4668769	4667393	4668341	1	4667118,	4668769,
SPAC144.08.1	SPAC144.08.1	chr1	+	4668469	4671381	4668873	4669551	2	4668469,4669753,	4669710,4671381,
SPAC144.09c.1	SPAC144.09c.1	chr1	-	4669626	4671454	4669887	4671055	2	4669626,4670905,	4670862,4671454,
SPAC144.10c.1	SPAC144.10c.1	chr1	-	4671422	4673090	4671563	4672943	1	4671422,	4673090,
SPAC144.11.1	SPAC144.11.1	chr1	+	4674586	4675181	4674611	4675070	1	4674586,	4675181,
SPAC144.12.1	SPAC144.12.1	chr1	+	4675115	4678174	4676623	4677448	1	4675115,	4678174,
SPAC144.13c.1	SPAC144.13c.1	chr1	-	4677610	4681148	4678385	4680056	1	4677610,	4681148,
SPAC144.14.1	SPAC144.14.1	chr1	+	4681263	4683244	4681625	4683213	2	4681263,4682328,	4682276,4683244,
SPAC144.15c.1	SPAC144.15c.1	chr1	-	4681469	4685737	4683275	4685381	2	4681469,4685525,	4685465,4685737,
SPAC144.16.1	SPAC144.16.1	chr1	+	4686461	4688886	4686561	4687101	1	4686461,	4688886,
SPAC144.17c.1	SPAC144.17c.1	chr1	-	4686301	4689196	4687387	4688831	3	4686301,4687521,4688512,	4687477,4688462,4689196,
SPAC144.18.1	SPAC144.18.1	chr1	+	4689240	4691828	4690169	4691207	1	4689240,	4691828,
SPAC1486.01.1	SPAC1486.01.1	chr1	+	3185313	3186584	3185469	3186249	2	3185313,3185700,	3185577,3186584,
SPAC1486.02c.1	SPAC1486.02c.1	chr1	-	3186321	3188100	3186753	3188067	3	3186321,3187810,3188048,	3187722,3187941,3188100,
SPAC1486.03c.1	SPAC1486.03c.1	chr1	-	3188245	3190898	3188397	3190791	1	3188245,	3190898,
SPAC1486.04c.1	SPAC1486.04c.1	chr1	-	3191446	3196943	3191531	3196715	1	3191446,	3196943,
SPAC1486.05.1	SPAC1486.05.1	chr1	+	3196997	3202450	3197027	3202450	2	3196997,3197529,	3197443,3202450,
SPAC1486.06.1	SPAC1486.06.1	chr1	+	3203862	3205821	3204360	3205593	2	3203862,3204067,	3203923,3205821,
SPAC1486.07c.1	SPAC1486.07c.1	chr1	-	3205961	3206626	3206099	3206534	1	3205961,	3206626,
SPAC1486.08.1	SPAC1486.08.1	chr1	+	3207481	3209724	3207519	3207980	2	3207481,3207869,	3207750,3209724,
SPAC1486.09.1	SPAC1486.09.1	chr1	+	3209850	3211529	3209900	3211282	2	3209850,3210317,	3210102,3211529,
SPAC1486.10.1	SPAC1486.10.1	chr1	+	3211822	3214509	3211978	3214306	1	3211822,	3214509,
SPAC1486.11.1	SPAC1486.11.1	chr1	+	3202779	3203137	3202779	3203137	2	3202779,3202876,	3202833,3203137,
SPAC14C4.01c.1	SPAC14C4.01c.1	chr1	-	5221802	5226054	5225236	5225971	1	5221802,	5226054,
SPAC14C4.02c.1	SPAC14C4.02c.1	chr1	-	5226178	5230259	5226405	5229753	3	5226178,5229466,5229700,	5229417,5229632,5230259,
SPAC14C4.03.1	SPAC14C4.03.1	chr1	+	5231139	5232566	5231139	5232566	3	5231139,5231336,5231920,	5231296,5231871,5232566,
SPAC14C4.04.1	SPAC14C4.04.1	chr1	+	5233953	5235661	5234292	5235096	1	5233953,	5235661,
SPAC14C4.05c.1	SPAC14C4.05c.1	chr1	-	5235155	5238388	5235783	5238318	1	5235155,	5238388,
SPAC14C4.06c.1	SPAC14C4.06c.1	chr1	-	5238325	5240370	5238804	5239817	3	5238325,5239093,5239235,	5239047,5239192,5240370,
SPAC14C4.07.1	SPAC14C4.07.1	chr1	+	5240349	5242915	5240791	5242726	1	5240349,	5242915,
SPAC14C4.08.1	SPAC14C4.08.1	chr1	+	5242951	5244114	5243052	5243610	1	5242951,	5244114,
SPAC14C4.09.1	SPAC14C4.09.1	chr1	+	5243952	5245966	5244206	5245481	1	5243952,	5245966,
SPAC14C4.10c.1	SPAC14C4.10c.1	chr1	-	5245899	5247580	5246038	5247090	2	5245899,5246672,	5246610,5247580,
SPAC14C4.11.1	SPAC14C4.11.1	chr1	+	5247702	5250638	5247755	5250167	2	5247702,5248130,	5247923,5250638,
SPAC14C4.12c.1	SPAC14C4.12c.1	chr1	-	5250519	5252325	5251140	5252034	1	5250519,	5252325,
SPAC14C4.13.1	SPAC14C4.13.1	chr1	+	5253234	5255892	5253357	5255278	3	5253234,5253611,5253772,	5253568,5253715,5255892,
SPAC14C4.14.1	SPAC14C4.14.1	chr1	+	5256721	5261958	5256780	5258829	3	5256721,5257012,5257341,	5256843,5257072,5261958,
SPAC14C4.15c.1	SPAC14C4.15c.1	chr1	-	5259111	5261851	5259147	5261753	2	5259111,5260296,	5260252,5261851,
SPAC14C4.16.1	SPAC14C4.16.1	chr1	+	5229797	5230900	5229825	5230123	2	5229797,5229940,	5229903,5230900,
SPAC1527.01.1	SPAC1527.01.1	chr1	+	4375300	4382775	4375498	4382692	1	4375300,	4382775,
SPAC1527.02.1	SPAC1527.02.1	chr1	+	4383078	4384239	4383202	4384017	3	4383078,4383264,4383749,	4383211,4383593,4384239,
SPAC1527.03.1	SPAC1527.03.1	chr1	+	4384449	4386950	4384658	4386086	1	4384449,	4386950,
SPAC1556.01c.1	SPAC1556.01c.1	chr1	-	3791752	3796023	3791830	3795856	5	3791752,3791890,3792266,3795600,3795733,	3791851,3792229,3795557,3795684,3796023,
SPAC1556.02c.1	SPAC1556.02c.1	chr1	-	3796279	3798526	3796399	3798446	2	3796279,3798347,	3798226,3798526,
SPAC1556.03.1	SPAC1556.03.1	chr1	+	3799044	3801693	3799243	3800241	3	3799044,3799730,3800183,	3799680,3800135,3801693,
SPAC1556.04c.1	SPAC1556.04c.1	chr1	-	3799091	3801110	3800312	3800938	5	3799091,3800392,3800534,3800685,3800799,	3800351,3800471,3800617,3800747,3801110,
SPAC1556.05c.1	SPAC1556.05c.1	chr1	-	3801219	3804334	3801247	3801717	4	3801219,3801441,3801633,3801683,	3801391,3801589,3801643,3804334,
SPAC1556.06.1	SPAC1556.06.1	chr1	+	3802550	3804954	3802550	3804954	2	3802550,3804660,	3804587,3804954,
SPAC1556.06.2	SPAC1556.06.2	chr1	+	3804581	3804954	3804581	3804954	2	3804581,3804660,	3804587,3804954,
SPAC1556.07.1	SPAC1556.07.1	chr1	+	3805811	3806987	3805843	3806849	2	3805811,3806162,	3805930,3806987,
SPAC1556.08c.1	SPAC1556.08c.1	chr1	-	3807131	3808739	3807446	3808670	5	3807131,3807830,3808034,3808447,3808634,	3807775,3807987,3808393,3808571,3808739,
SPAC1565.01.1	SPAC1565.01.1	chr1	+	1290930	1293853	1291277	1292006	1	1290930,	1293853,
SPAC1565.02c.1	SPAC1565.02c.1	chr1	-	1292404	1293926	1292616	1293803	2	1292404,1293751,	1293689,1293926,
SPAC1565.03.1	SPAC1565.03.1	chr1	+	1294305	1295341	1294482	1294983	1	1294305,	1295341,
SPAC1565.04c.1	SPAC1565.04c.1	chr1	-	1295315	1296634	1295557	1296510	2	1295315,1296413,	1296255,1296634,
SPAC1565.05.1	SPAC1565.05.1	chr1	+	1297167	1299830	1297389	1299711	1	1297167,	1299830,
SPAC1565.06c.1	SPAC1565.06c.1	chr1	-	1299706	1301178	1300143	1301018	5	1299706,1300281,1300396,1300633,1300888,	1300242,1300356,1300480,1300842,1301178,
SPAC1565.07c.1	SPAC1565.07c.1	chr1	-	1301296	1305977	1301916	1305617	2	1301296,1305580,	1305542,1305977,
SPAC1565.08.1	SPAC1565.08.1	chr1	+	1306167	1309266	1306438	1308942	2	1306167,1306568,	1306512,1309266,
SPAC15A10.01.1	SPAC15A10.01.1	chr1	+	3673617	3677834	3675525	3677607	1	3673617,	3677834,
SPAC15A10.02.1	SPAC15A10.02.1	chr1	+	3677957	3680028	3678084	3679437	1	3677957,	3680028,
SPAC15A10.03c.1	SPAC15A10.03c.1	chr1	-	3680359	3683268	3680586	3683145	1	3680359,	3683268,
SPAC15A10.04c.1	SPAC15A10.04c.1	chr1	-	3683596	3685385	3683721	3685101	1	3683596,	3685385,
SPAC15A10.05c.1	SPAC15A10.05c.1	chr1	-	3685632	3686831	3685759	3686721	4	3685632,3686073,3686529,3686709,	3685989,3686489,3686600,3686831,
SPAC15A10.06.1	SPAC15A10.06.1	chr1	+	3688459	3691125	3688781	3691125	4	3688459,3689321,3689721,3690483,	3688806,3689638,3690441,3691125,
SPAC15A10.07.1	SPAC15A10.07.1	chr1	+	3691306	3692572	3691390	3691879	1	3691306,	3692572,
SPAC15A10.08.1	SPAC15A10.08.1	chr1	+	3692790	3695013	3692834	3694891	3	3692790,3692935,3693302,	3692884,3693162,3695013,
SPAC15A10.09c.1	SPAC15A10.09c.1	chr1	-	3694973	3696517	3695161	3696028	1	3694973,	3696517,
SPAC15A10.10.1	SPAC15A10.10.1	chr1	+	3696548	3700027	3697507	3699837	6	3696548,3697794,3698420,3698569,3699358,3699581,	3697752,3698368,3698527,3699310,3699538,3700027,
SPAC15A10.11.1	SPAC15A10.11.1	chr1	+	3702493	3709127	3702794	3708953	1	3702493,	3709127,
SPAC15A10.12c.1	SPAC15A10.12c.1	chr1	-	3708973	3710234	3709205	3709804	2	3708973,3709498,	3709346,3710234,
SPAC15A10.13.1	SPAC15A10.13.1	chr1	+	3710526	3713927	3711545	3713760	7	3710526,3711720,3711912,3712066,3712967,3713146,3713378,	3711671,3711861,3712014,3712927,3713096,3713319,3713927,
SPAC15A10.15.1	SPAC15A10.15.1	chr1	+	3714083	3716585	3714186	3716313	5	3714083,3714261,3714351,3714627,3714747,	3714223,3714301,3714584,3714695,3716585,
SPAC15A10.16.1	SPAC15A10.16.1	chr1	+	3716642	3720963	3716805	3720963	1	3716642,	3720963,
SPAC15A10.17.1	SPAC15A10.17.1	chr1	+	3688044	3688305	3688044	3688305	1	3688044,	3688305,
SPAC15E1.02c.1	SPAC15E1.02c.1	chr1	-	3721256	3721816	3721309	3721756	1	3721256,	3721816,
SPAC15E1.03.1	SPAC15E1.03.1	chr1	+	3722413	3723074	3722508	3723019	2	3722413,3722998,	3722808,3723074,
SPAC15E1.04.1	SPAC15E1.04.1	chr1	+	3723773	3725936	3723832	3725710	1	3723773,	3725936,
SPAC15E1.05c.1	SPAC15E1.05c.1	chr1	-	3725836	3727355	3725921	3727074	3	3725836,3727007,3727297,	3726952,3727142,3727355,
SPAC15E1.06.1	SPAC15E1.06.1	chr1	+	3727302	3728410	3727462	3728104	2	3727302,3727603,	3727525,3728410,
SPAC15E1.07c.1	SPAC15E1.07c.1	chr1	-	3728515	3729034	3728515	3729034	1	3728515,	3729034,
SPAC15E1.08.1	SPAC15E1.08.1	chr1	+	3729738	3731015	3729806	3730991	5	3729738,3729983,3730493,3730643,3730903,	3729897,3730178,3730596,3730700,3731015,
SPAC15E1.09.1	SPAC15E1.09.1	chr1	+	3731076	3732340	3731270	3731981	4	3731076,3731671,3731739,3731892,	3731424,3731692,3731808,3732340,
SPAC15E1.10.1	SPAC15E1.10.1	chr1	+	3732273	3733363	3732442	3733240	1	3732273,	3733363,
SPAC15F9.01c.1	SPAC15F9.01c.1	chr1	-	2397247	2398350	2397449	2398188	2	2397247,2397878,	2397823,2398350,
SPAC15F9.02.1	SPAC15F9.02.1	chr1	+	2398985	2400719	2399420	2400535	3	2398985,2399528,2400516,	2399487,2400462,2400719,
SPAC15F9.03c.1	SPAC15F9.03c.1	chr1	-	2400649	2401615	2400959	2401572	5	2400649,2401145,2401299,2401440,2401565,	2401067,2401247,2401371,2401523,2401615,
SPAC16.01.1	SPAC16.01.1	chr1	+	4422699	4424646	4423001	4424176	9	4422699,4423111,4423306,4423365,4423516,4423625,4423692,4423829,4424011,	4423027,4423190,4423312,4423404,4423557,4423644,4423785,4423964,4424646,
SPAC16.02c.1	SPAC16.02c.1	chr1	-	4424647	4427046	4425249	4426965	10	4424647,4425892,4426036,4426198,4426458,4426576,4426653,4426699,4426792,4426922,	4425837,4425992,4426110,4426268,4426527,4426601,4426659,4426736,4426878,4427046,
SPAC16.03c.1	SPAC16.03c.1	chr1	-	4427302	4428958	4427714	4428805	2	4427302,4428688,	4428611,4428958,
SPAC16.04.1	SPAC16.04.1	chr1	+	4429630	4431741	4429683	4431585	2	4429630,4429772,	4429724,4431741,
SPAC16.05c.1	SPAC16.05c.1	chr1	-	4431868	4434012	4432303	4433632	1	4431868,	4434012,
SPAC1610.01.1	SPAC1610.01.1	chr1	+	1790361	1791399	1790624	1791278	1	1790361,	1791399,
SPAC1610.02c.1	SPAC1610.02c.1	chr1	-	1791399	1792494	1791481	1792243	1	1791399,	1792494,
SPAC1610.03c.1	SPAC1610.03c.1	chr1	-	1792432	1794994	1792592	1794972	4	1792432,1794022,1794588,1794851,	1793951,1794497,1794766,1794994,
SPAC1610.04.1	SPAC1610.04.1	chr1	+	1796056	1798148	1796299	1797880	1	1796056,	1798148,
SPAC1635.01.1	SPAC1635.01.1	chr1	+	4648899	4650466	4649257	4650106	2	4648899,4649079,	4649003,4650466,
SPAC1639.01c.1	SPAC1639.01c.1	chr1	-	251172	254600	251725	253714	3	251172,252391,253589,	252337,252752,254600,
SPAC1639.02c.1	SPAC1639.02c.1	chr1	-	255880	259505	256029	259461	13	255880,256344,256426,256541,256683,256796,257054,257115,257178,257228,258219,259160,259355,	256134,256370,256445,256612,256750,257009,257070,257135,257181,258184,259120,259315,259505,
SPAC167.01.1	SPAC167.01.1	chr1	-	1559382	1562894	1559465	1562734	2	1559382,1559689,	1559639,1562894,
SPAC167.02.1	SPAC167.02.1	chr1	-	1554879	1558526	1557146	1558321	6	1554879,1557455,1557627,1557897,1558069,1558267,	1557410,1557589,1557843,1558014,1558220,1558526,
SPAC167.03c.1	SPAC167.03c.1	chr1	+	1554992	1557929	1555133	1557083	1	1554992,	1557929,
SPAC167.04.1	SPAC167.04.1	chr1	-	1553586	1554941	1554000	1554827	4	1553586,1554134,1554213,1554380,	1554072,1554166,1554292,1554941,
SPAC167.05.1	SPAC167.05.1	chr1	-	1549925	1553310	1551407	1553213	1	1549925,	1553310,
SPAC167.06c.1	SPAC167.06c.1	chr1	+	1550049	1550889	1550132	1550498	1	1550049,	1550889,
SPAC167.07c.1	SPAC167.07c.1	chr1	+	1546285	1550081	1546503	1549695	3	1546285,1549545,1549646,	1549487,1549602,1550081,
SPAC167.08.1	SPAC167.08.1	chr1	-	1564100	1568523	1564215	1568217	1	1564100,	1568523,
SPAC167.09.1	SPAC167.09.1	chr1	+	1557901	1559475	1558669	1559301	3	1557901,1559006,1559173,	1558957,1559127,1559475,
SPAC1687.01.1	SPAC1687.01.1	chr1	+	903041	903861	903100	903676	4	903041,903245,903391,903545,	903172,903343,903468,903861,
SPAC1687.02.1	SPAC1687.02.1	chr1	+	904025	906347	904265	905132	2	904025,904679,	904628,906347,
SPAC1687.03c.1	SPAC1687.03c.1	chr1	-	905076	906465	905128	906355	3	905076,906032,906287,	905977,906144,906465,
SPAC1687.04.1	SPAC1687.04.1	chr1	+	906777	908799	906883	908433	2	906777,907089,	907045,908799,
SPAC1687.05.1	SPAC1687.05.1	chr1	+	908735	911854	908838	911074	2	908735,908923,	908871,911854,
SPAC1687.06c.1	SPAC1687.06c.1	chr1	-	911226	911720	911273	911678	1	911226,	911720,
SPAC1687.07.1	SPAC1687.07.1	chr1	+	913656	914031	913656	914031	1	913656,	914031,
SPAC1687.08.1	SPAC1687.08.1	chr1	+	914327	914618	914327	914618	1	914327,	914618,
SPAC1687.09.1	SPAC1687.09.1	chr1	+	914939	919775	915091	919231	1	914939,	919775,
SPAC1687.10.1	SPAC1687.10.1	chr1	+	919725	922098	919972	922010	2	919725,920768,	920716,922098,
SPAC1687.11.1	SPAC1687.11.1	chr1	+	922270	925133	922313	924960	4	922270,922424,922570,922892,	922383,922518,922747,925133,
SPAC1687.12c.1	SPAC1687.12c.1	chr1	-	925110	926289	925211	926245	4	925110,925502,925961,926121,	925446,925857,926066,926289,
SPAC1687.13c.1	SPAC1687.13c.1	chr1	-	926393	927671	926500	927571	3	926393,926735,927488,	926671,927381,927671,
SPAC1687.14c.1	SPAC1687.14c.1	chr1	-	927800	929011	928212	928443	1	927800,	929011,
SPAC1687.15.1	SPAC1687.15.1	chr1	+	929842	932197	929938	931631	3	929842,930005,930677,	929957,930196,932197,
SPAC1687.16c.1	SPAC1687.16c.1	chr1	-	932424	934021	933051	933954	1	932424,	934021,
SPAC1687.17c.1	SPAC1687.17c.1	chr1	-	934940	936081	935248	935989	4	934940,935746,935859,935942,	935668,935812,935899,936081,
SPAC1687.18c.1	SPAC1687.18c.1	chr1	-	936187	938157	936270	938107	4	936187,936452,937759,937927,	936371,937719,937891,938157,
SPAC1687.19c.1	SPAC1687.19c.1	chr1	-	938310	939831	938447	939759	3	938310,939001,939629,	938958,939575,939831,
SPAC1687.20c.1	SPAC1687.20c.1	chr1	-	939769	941944	939870	941889	1	939769,	941944,
SPAC1687.21.1	SPAC1687.21.1	chr1	+	941941	943335	942239	943166	6	941941,942214,942450,942614,942726,942804,	941989,942296,942573,942680,942748,943335,
SPAC1687.22c.1	SPAC1687.22c.1	chr1	-	943264	946909	943624	945927	3	943264,943740,943960,	943692,943904,946909,
SPAC1687.23c.1	SPAC1687.23c.1	chr1	-	929155	929654	929158	929473	1	929155,	929654,
SPAC16A10.01.1	SPAC16A10.01.1	chr1	+	3077158	3080590	3077675	3080168	1	3077158,	3080590,
SPAC16A10.02.1	SPAC16A10.02.1	chr1	+	3080861	3083426	3081011	3081472	2	3080861,3081154,	3081104,3083426,
SPAC16A10.03c.1	SPAC16A10.03c.1	chr1	-	3080491	3084667	3081567	3084244	4	3080491,3083901,3084124,3084229,	3083850,3084081,3084190,3084667,
SPAC16A10.04.1	SPAC16A10.04.1	chr1	+	3086937	3088619	3087037	3088044	6	3086937,3087126,3087229,3087383,3087703,3087894,	3087071,3087168,3087276,3087587,3087838,3088619,
SPAC16A10.05c.1	SPAC16A10.05c.1	chr1	-	3088783	3089517	3089052	3089325	1	3088783,	3089517,
SPAC16A10.06c.1	SPAC16A10.06c.1	chr1	-	3089493	3090898	3089582	3090697	3	3089493,3090162,3090532,	3090047,3090285,3090898,
SPAC16A10.07c.1	SPAC16A10.07c.1	chr1	-	3091020	3093570	3091236	3093228	1	3091020,	3093570,
SPAC16A10.08c.1	SPAC16A10.08c.1	chr1	-	3093707	3094885	3093972	3094885	2	3093707,3094228,	3094173,3094885,
SPAC16C9.01c.1	SPAC16C9.01c.1	chr1	-	790244	792274	790883	792168	3	790244,792013,792128,	791851,792091,792274,
SPAC16C9.02c.1	SPAC16C9.02c.1	chr1	-	792520	793937	792688	793760	3	792520,793048,793658,	792949,793609,793937,
SPAC16C9.03.1	SPAC16C9.03.1	chr1	+	794865	796821	795083	796580	1	794865,	796821,
SPAC16C9.04c.1	SPAC16C9.04c.1	chr1	-	796875	798833	796992	798600	3	796875,798317,798547,	798229,798497,798833,
SPAC16C9.05.1	SPAC16C9.05.1	chr1	+	799340	800981	799549	800764	1	799340,	800981,
SPAC16C9.06c.1	SPAC16C9.06c.1	chr1	-	801140	804123	801309	804087	1	801140,	804123,
SPAC16C9.07.1	SPAC16C9.07.1	chr1	+	804573	807722	804995	807506	1	804573,	807722,
SPAC16E8.01.1	SPAC16E8.01.1	chr1	+	3498987	3503915	3499048	3503457	2	3498987,3499428,	3499282,3503915,
SPAC16E8.02.1	SPAC16E8.02.1	chr1	+	3504033	3506896	3504260	3505014	4	3504033,3504310,3504421,3505580,	3504269,3504377,3505014,3506896,
SPAC16E8.03.1	SPAC16E8.03.1	chr1	+	3505108	3505657	3505143	3505580	2	3505108,3505310,	3505209,3505657,
SPAC16E8.04c.1	SPAC16E8.04c.1	chr1	-	3505602	3507057	3506030	3506845	2	3505602,3506152,	3506093,3507057,
SPAC16E8.05c.1	SPAC16E8.05c.1	chr1	-	3507197	3508537	3507604	3508277	2	3507197,3508093,	3508050,3508537,
SPAC16E8.06c.1	SPAC16E8.06c.1	chr1	-	3508513	3510077	3508645	3510007	2	3508513,3509899,	3509854,3510077,
SPAC16E8.07c.1	SPAC16E8.07c.1	chr1	-	3510330	3513032	3510418	3513019	3	3510330,3512847,3513000,	3512794,3512948,3513032,
SPAC16E8.08.1	SPAC16E8.08.1	chr1	+	3513970	3515415	3514028	3514894	2	3513970,3514186,	3514130,3515415,
SPAC16E8.09.1	SPAC16E8.09.1	chr1	+	3515631	3518734	3515829	3518526	2	3515631,3515932,	3515854,3518734,
SPAC16E8.10c.1	SPAC16E8.10c.1	chr1	-	3518713	3519812	3518893	3519760	2	3518713,3519226,	3519139,3519812,
SPAC16E8.11c.1	SPAC16E8.11c.1	chr1	-	3520172	3522395	3520541	3522370	6	3520172,3520662,3521263,3521492,3522200,3522324,	3520619,3521206,3521447,3522155,3522287,3522395,
SPAC16E8.12c.1	SPAC16E8.12c.1	chr1	-	3523135	3524339	3523135	3524098	4	3523135,3523924,3524043,3524204,	3523644,3523996,3524162,3524339,
SPAC16E8.13.1	SPAC16E8.13.1	chr1	+	3525226	3527875	3525303	3526947	1	3525226,	3527875,
SPAC16E8.14c.1	SPAC16E8.14c.1	chr1	-	3526977	3528225	3527155	3528141	5	3526977,3527383,3527594,3528008,3528106,	3527341,3527493,3527862,3528069,3528225,
